,file,f1_score,precision,recall,model_type,instructed,model_configurations,model_size,quantization,fine_tuning,maxNewTokensFactor,nShotsInference,model,training_params_string,bnb_4bit_compute_dtype,r,lora_alpha,lora_dropout,gradient_accumulation_steps,learning_rate
125,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.05_4_0.0002.csv,0.6857357216543186,0.7703329119258323,0.617880682778435,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.05_4_0.0002.csv,torch.bfloat16,16.0,64.0,0.05,4.0,0.0002
126,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.01_16_0.0002.csv,0.4726284457098485,0.8192014356213548,0.3321207711895235,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.01_16_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,16.0,0.0002
127,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.01_4_0.0002.csv,0.4968185288877577,0.8264182895850973,0.3551673944687045,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.01_4_0.0002.csv,torch.bfloat16,16.0,64.0,0.01,4.0,0.0002
128,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,0.6809452163908312,0.718796711509716,0.6468807802253237,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.0002
129,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.05_16_0.0002.csv,0.4601862783680965,0.8124131542380731,0.3210102489019034,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.05_16_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,16.0,0.0002
130,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.05_4_0.0002.csv,0.4933063905026522,0.8097014925373134,0.3547039593171086,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.05_4_0.0002.csv,torch.bfloat16,16.0,64.0,0.05,4.0,0.0002
131,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,0.4871176545246858,0.8100464330941326,0.3482758620689655,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,4.0,0.0002
132,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.7098622940380482,0.686845348120764,0.734475374732334,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
133,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.01_4_0.0002.csv,0.4890696492119979,0.8152542372881356,0.3493100944081336,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.01_4_0.0002.csv,torch.bfloat16,32.0,64.0,0.01,4.0,0.0002
134,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,0.487332908975175,0.8155091606305922,0.3474945533769063,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,4.0,0.0002
135,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.01_16_0.0002.csv,0.7072950523654749,0.7545752263533038,0.665590484282073,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.01_16_0.0002.csv,torch.bfloat16,64.0,64.0,0.01,16.0,0.0002
136,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_16_0.0002.csv,0.717507678806494,0.7419237749546279,0.6946474086661003,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_16_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,16.0,0.0002
137,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,0.6403413037007639,0.7605467829366015,0.5529472241261137,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,8.0,0.0002
138,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,0.4783650813674782,0.7850931677018633,0.3439767779390421,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,8.0,0.0002
139,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,0.4873353596757852,0.8084033613445378,0.3488034807831762,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.0002
140,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.01_16_0.0002.csv,0.6514297021866035,0.7555657562543034,0.5725217391304348,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.01_16_0.0002.csv,torch.bfloat16,32.0,64.0,0.01,16.0,0.0002
141,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,0.6806909196178712,0.7705920908892288,0.6095748358105773,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.0002
142,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.01_8_0.0002.csv,0.4885821831869511,0.7873028710068742,0.3541931962888848,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.01_8_0.0002.csv,torch.bfloat16,16.0,64.0,0.01,8.0,0.0002
143,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.01_16_0.0002.csv,0.4767516331497374,0.8119546247818499,0.3374433363553943,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.01_16_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,16.0,0.0002
144,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,0.4684034046943513,0.8,0.3311451495258935,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,8.0,0.0002
145,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,0.6676427525622255,0.7288711288711289,0.6159041026506837,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.0002
146,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.6741701640595191,0.75,0.6122661122661123,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
147,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,0.6939412325561238,0.7077439886845828,0.6806665533072607,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,4.0,0.0002
148,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.01_16_0.0002.csv,0.4652378463146889,0.8210332103321033,0.324580598103574,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.01_16_0.0002.csv,torch.bfloat16,32.0,64.0,0.01,16.0,0.0002
149,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.01_8_0.0002.csv,0.6896214099216711,0.6914267015706806,0.6878255208333334,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.01_8_0.0002.csv,torch.bfloat16,32.0,64.0,0.01,8.0,0.0002
150,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.05_16_0.0002.csv,0.7083369707551287,0.7339001447178003,0.6844946853382824,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.05_16_0.0002.csv,torch.bfloat16,32.0,64.0,0.05,16.0,0.0002
151,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.05_4_0.0002.csv,0.6064086667101742,0.5135971700198984,0.7401624980086028,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.05_4_0.0002.csv,torch.bfloat16,16.0,64.0,0.05,4.0,0.0002
152,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,0.6866798829415651,0.7591317052807347,0.6268528093760772,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.0002
153,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.05_4_0.0002.csv,0.6811041918393903,0.7578076525336092,0.6185010128291695,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.05_4_0.0002.csv,torch.bfloat16,64.0,64.0,0.05,4.0,0.0002
154,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,0.4686544342507645,0.7943844492440605,0.3323694198445689,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.0002
155,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,0.6329505300353356,0.5914969730324711,0.6806523115896137,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,8.0,0.0002
156,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_16_0.0002.csv,0.6640873015873017,0.7645043398812243,0.5869870220975096,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_16_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,16.0,0.0002
157,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.05_16_0.0002.csv,0.6678543151227236,0.7611098578840514,0.5949567977429024,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.05_16_0.0002.csv,torch.bfloat16,16.0,64.0,0.05,16.0,0.0002
158,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,0.7077636921037369,0.7044367474847435,0.7111222111222111,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,4.0,0.0002
159,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,0.4694871794871795,0.8027181060938186,0.3317630005435767,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,8.0,0.0002
160,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.05_16_0.0002.csv,0.4910794506481837,0.8335511982570806,0.3480713245997088,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.05_16_0.0002.csv,torch.bfloat16,64.0,64.0,0.05,16.0,0.0002
161,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.05_16_0.0002.csv,0.7011070110701106,0.7146606018194541,0.6880579417214081,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.05_16_0.0002.csv,torch.bfloat16,32.0,64.0,0.05,16.0,0.0002
162,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.01_16_0.0002.csv,0.6537554069996068,0.7458501570210857,0.5819040952047603,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.01_16_0.0002.csv,torch.bfloat16,64.0,64.0,0.01,16.0,0.0002
163,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.722636920238195,0.7275798007093396,0.7177607464178607,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
164,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,0.64259190493873,0.7156741108354011,0.5830525606469003,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.0002
165,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,0.6611452489090748,0.7123392822874688,0.6168162180126288,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,8.0,0.0002
166,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_16_0.0002.csv,0.6738544474393531,0.7546356188012074,0.6086956521739131,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_16_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,16.0,0.0002
167,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,0.7039206116804946,0.7018653690186537,0.7059879262522434,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,4.0,0.0002
168,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.05_8_0.0002.csv,0.7088586317028072,0.7239484978540772,0.6943849827103573,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.05_8_0.0002.csv,torch.bfloat16,32.0,64.0,0.05,8.0,0.0002
169,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.01_8_0.0002.csv,0.4806496637482553,0.7894956231763235,0.3454943451295147,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.01_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,8.0,0.0002
170,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.01_4_0.0002.csv,0.7128321943811693,0.7112121212121212,0.7144596651445967,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.01_4_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,4.0,0.0002
171,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.01_8_0.0002.csv,0.6532722130108262,0.7522461814914645,0.5773142561627306,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.01_8_0.0002.csv,torch.bfloat16,16.0,64.0,0.01,8.0,0.0002
172,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.05_8_0.0002.csv,0.7095957598291275,0.7001248829222604,0.7193263833199679,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.05_8_0.0002.csv,torch.bfloat16,64.0,64.0,0.05,8.0,0.0002
173,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.05_16_0.0002.csv,0.4735354573484069,0.8048034934497816,0.3354568620313068,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.05_16_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,16.0,0.0002
174,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.01_16_0.0002.csv,0.4743206345078662,0.8234762979683973,0.3330898466033601,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.01_16_0.0002.csv,torch.bfloat16,16.0,64.0,0.01,16.0,0.0002
175,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,0.4818077364994255,0.8098712446351931,0.3429038706160276,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,8.0,0.0002
176,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.05_4_0.0002.csv,0.4848561975057266,0.814450619923044,0.3451712266714984,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.05_4_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,4.0,0.0002
177,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.01_16_0.0002.csv,0.4882617062219371,0.8270317253368101,0.3463778667637422,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.01_16_0.0002.csv,torch.bfloat16,16.0,64.0,0.01,16.0,0.0002
178,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,0.6745091676131754,0.6512611624627918,0.6994783779236076,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.0002
179,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.05_16_0.0002.csv,0.7046554934823092,0.7680129896488735,0.6509547565800792,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.05_16_0.0002.csv,torch.bfloat16,64.0,64.0,0.05,16.0,0.0002
180,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_64_0.05_8_0.0002.csv,0.6385188087774295,0.7474770642201835,0.5572845417236663,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_64_0.05_8_0.0002.csv,torch.bfloat16,64.0,64.0,0.05,8.0,0.0002
181,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference0_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.05_8_0.0002.csv,0.4800405525281966,0.7971380471380471,0.343427017225748,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,0,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.05_8_0.0002.csv,torch.bfloat16,16.0,64.0,0.05,8.0,0.0002
182,data/qwen/14B_4bit_FT/maxNewTokensFactor2_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_32_64_0.05_8_0.0002.csv,0.4754161827332559,0.8075405523893029,0.3368690563277249,qwen,instructed,14B_4bit_FT,14,4bit,FT,2,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_32_64_0.05_8_0.0002.csv,torch.bfloat16,32.0,64.0,0.05,8.0,0.0002
183,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_64_0.01_4_0.0002.csv,0.6803355079217148,0.7423225544030914,0.6279029760880784,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_64_0.01_4_0.0002.csv,torch.bfloat16,16.0,64.0,0.01,4.0,0.0002
184,data/qwen/14B_4bit_FT/maxNewTokensFactor8_nShotsInference4_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,0.7132241175477115,0.7161268441580465,0.7103448275862069,qwen,instructed,14B_4bit_FT,14,4bit,FT,8,4,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.0002
185,data/qwen/14B_4bit_FT/maxNewTokensFactor4_nShotsInference2_qwen1.5-14b-chat__adapters_en.layer1_4_torch.bfloat16_64_32_0.01_16_0.0002.csv,0.5871761089152394,0.7777777777777778,0.4716049382716049,qwen,instructed,14B_4bit_FT,14,4bit,FT,4,2,qwen1.5-14b-chat_,en.layer1_4_torch.bfloat16_64_32_0.01_16_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,16.0,0.0002
